module_name,modified_date,current_version,newest_version,links,notes,tag
System.Linq.Parallel.dll,2024-10-07 19:46,,,,,
Microsoft.AspNetCore.Components.Authorization.dll,2024-10-07 19:46,,,,,
System.Runtime.Intrinsics.dll,2024-10-07 19:46,,,,,
System.Threading.Thread.dll,2024-10-07 19:46,,,,,
System.IO.FileSystem.dll,2024-10-07 19:46,,,,,
System.Web.dll,2024-10-07 19:46,,,,,
Microsoft.AspNetCore.Http.Connections.Common.dll,2024-10-07 19:46,,,,,
System.Net.Http.dll,2024-10-07 19:46,,,,,
System.Xml.XDocument.dll,2024-10-07 19:46,,,,,
System.Globalization.dll,2024-10-07 19:46,,,,,
System.Globalization.Calendars.dll,2024-10-07 19:46,,,,,
System.ComponentModel.Primitives.dll,2024-10-07 19:46,,,,,
Microsoft.AspNetCore.WebUtilities.dll,2024-10-07 19:46,,,,,
System.Runtime.Numerics.dll,2024-10-07 19:46,,,,,
Microsoft.AspNetCore.dll,2024-10-07 19:46,,,,,
System.AppContext.dll,2024-10-07 19:46,,,,,
Microsoft.AspNetCore.Mvc.TagHelpers.dll,2024-10-07 19:46,,,,,
Microsoft.AspNetCore.SignalR.Common.dll,2024-10-07 19:46,,,,,
System.Data.dll,2024-10-07 19:46,,,,,
Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.dll,2024-10-07 19:46,,,,,
System.Reflection.Metadata.dll,2024-10-07 19:46,,,,,
Microsoft.AspNetCore.Mvc.Cors.dll,2024-10-07 19:46,,,,,
System.Globalization.Extensions.dll,2024-10-07 19:46,,,,,
Microsoft.AspNetCore.Server.Kestrel.Core.dll,2024-10-07 19:46,,,,,
Microsoft.AspNetCore.Server.IIS.dll,2024-10-07 19:46,,,,,
Microsoft.AspNetCore.SignalR.Protocols.Json.dll,2024-10-07 19:46,,,,,
mscorlib.dll,2024-10-07 19:46,,,,,
System.Security.Cryptography.Csp.dll,2024-10-07 19:46,,,,,
System.Net.dll,2024-10-07 19:46,,,,,
Microsoft.JSInterop.dll,2024-10-07 19:46,,,,,
Microsoft.Extensions.Http.dll,2024-10-07 19:46,,,,,
System.Runtime.dll,2024-10-07 19:46,,,,,
System.Runtime.Serialization.Primitives.dll,2024-10-07 19:46,,,,,
Microsoft.Extensions.Configuration.CommandLine.dll,2024-10-07 19:46,,,,,
EPiServer.Commerce.UI.dll,2023-09-12 10:33,,,,,
Microsoft.Extensions.Logging.ApplicationInsights.dll,2022-07-19 19:55,,,,,
Jenson.Shared.dll,2024-10-07 19:49,,,,,
Microsoft.CodeAnalysis.resources.dll,2021-10-14 18:30,,,,,
Microsoft.CodeAnalysis.CSharp.resources.dll,2021-10-14 18:42,,,,,
Microsoft.EntityFrameworkCore.Abstractions.dll,2023-03-20 17:32,,,,,
Microsoft.ServiceProfiler.Logging.dll,2023-06-27 00:22,,,,,
Mediachase.MetaDataPlus.dll,2023-09-12 10:33,,,,,
Jenson.Avensia.dll,2024-10-07 19:49,,,,,
System.Text.Json.dll,2021-11-17 18:03,,,,,
Microsoft.AspNetCore.Mvc.Razor.Extensions.dll,2024-01-20 22:58,,,,,
Microsoft.OData.Edm.dll,2023-12-08 12:34,,,,,
Pipelines.Sockets.Unofficial.dll,2023-05-04 14:36,,,,,
EPiServer.Cms.TinyMce.dll,2023-12-08 10:37,,,,,
EPiServer.Cms.AspNetCore.TagHelpers.dll,2024-02-05 13:16,,,,,
StructureMap.dll,2017-06-28 15:31,,,,,
FluentMigrator.Abstractions.dll,2018-04-27 06:39,,,,,
EPiServer.LinkAnalyzer.dll,2024-02-05 13:16,,,,,
System.IdentityModel.Tokens.Jwt.dll,2023-12-01 04:31,,,,,
Microsoft.IdentityModel.Protocols.OpenIdConnect.dll,2022-10-13 19:34,,,,,
Microsoft.Extensions.Configuration.dll,2022-02-24 00:12,,,,,
Advanced.CMS.GroupingHeader.dll,2022-12-15 09:50,,,,,
Microsoft.IdentityModel.Protocols.dll,2022-10-13 19:24,,,,,
Microsoft.Diagnostics.NETCore.Client.dll,2022-06-01 18:40,,,,,
Microsoft.ApplicationInsights.Profiler.Logging.dll,2023-06-27 00:16,,,,,
Microsoft.Extensions.Caching.Memory.dll,2022-01-14 19:54,,,,,
AutoMapper.dll,2023-01-16 15:41,,,,,
Microsoft.ApplicationInsights.Profiler.HostingStartup30.dll,2023-06-27 00:13,,,,,
System.Data.SqlServerCe.dll,2018-04-27 06:39,,,,,
EPiServer.Cms.UI.VisitorGroups.dll,2024-01-16 11:15,,,,,
Newtonsoft.Json.dll,2023-03-08 07:09,,,,,
Gulla.Episerver.SqlStudio.dll,2023-06-01 19:23,,,,,
Jenson.Riskified.dll,2024-10-07 19:49,,,,,
System.Security.Cryptography.Xml.dll,2022-07-13 17:45,,,,,
Microsoft.AspNetCore.Razor.Language.dll,2024-01-20 22:58,,,,,
Microsoft.EntityFrameworkCore.SqlServer.dll,2023-03-20 17:33,,,,,
FluentMigrator.Runner.Firebird.dll,2018-04-27 06:39,,,,,
System.Runtime.Caching.dll,2021-10-22 23:52,,,,,
EPiServer.Commerce.UI.Admin.dll,2023-09-12 10:33,,,,,
EPiServer.Cms.Shell.UI.dll,2024-01-16 11:15,,,,,
Azure.Identity.dll,2024-04-09 17:25,,,,,
Microsoft.AspNetCore.JsonPatch.dll,2021-11-18 03:35,,,,,
Jenson.Dynamics.dll,2024-10-07 19:49,,,,,
System.Composition.AttributedModel.dll,2018-05-15 13:29,,,,,
Jenson.Migrations.dll,2024-10-07 19:49,,,,,
Microsoft.AI.DependencyCollector.dll,2022-07-19 19:54,,,,,
Jenson.BloomReach.dll,2024-10-07 19:49,,,,,
Swashbuckle.AspNetCore.SwaggerGen.dll,2023-01-11 06:48,,,,,
FluentMigrator.Extensions.SqlAnywhere.dll,2018-04-27 06:39,,,,,
Microsoft.IdentityModel.Logging.dll,2023-12-01 04:35,,,,,
Microsoft.Data.SqlClient.dll,2024-01-05 08:11,,,,,
System.Diagnostics.DiagnosticSource.dll,2023-02-16 00:32,,,,,
log4net.dll,2020-09-06 18:09,,,,,
System.Threading.AccessControl.dll,2021-10-22 23:48,,,,,
Microsoft.CodeAnalysis.resources.dll,2021-10-14 18:30,,,,,
Microsoft.CodeAnalysis.CSharp.resources.dll,2021-10-14 18:42,,,,,
Avensia.Storefront.Connector.dll,2023-03-30 13:17,,,,,
J2N.dll,2021-03-10 18:12,,,,,
MailKit.dll,2023-03-04 20:28,,,,,
EPiServer.Data.Cache.dll,2024-02-05 13:16,,,,,
Castle.Core.dll,2020-05-06 11:02,,,,,
FluentMigrator.Runner.Core.dll,2018-04-27 06:39,,,,,
Jenson.IdentityProvider.dll,2024-10-07 19:49,,,,,
System.ClientModel.dll,2024-01-03 17:43,,,,,
Swashbuckle.AspNetCore.Swagger.dll,2023-01-11 06:48,,,,,
Microsoft.CodeAnalysis.resources.dll,2021-10-14 18:30,,,,,
Microsoft.CodeAnalysis.CSharp.resources.dll,2021-10-14 18:42,,,,,
Azure.Extensions.AspNetCore.DataProtection.Keys.dll,2023-03-13 23:03,,,,,
Digizuite.Sdk.Core.dll,2022-04-22 13:51,,,,,
Nito.AsyncEx.Context.dll,2021-09-26 00:23,,,,,
Avensia.Storefront.Connector.Opti.Views.dll,2023-03-30 13:17,,,,,
Microsoft.SqlServer.Server.dll,2022-01-27 17:19,,,,,
Mediachase.BusinessFoundation.Data.dll,2023-09-12 10:33,,,,,
Microsoft.ServiceProfiler.Contract.Http.dll,2023-06-27 00:13,,,,,
Mediachase.DataProvider.dll,2023-09-12 10:33,,,,,
Geta.Optimizely.Sitemaps.Commerce.dll,2023-01-27 14:54,,,,,
Wangkanai.Detection.dll,2023-06-16 03:17,,,,,
EPiServer.ApplicationModules.dll,2024-02-05 13:16,,,,,
Azure.Messaging.ServiceBus.dll,2023-08-16 01:15,,,,,
Geta.Optimizely.Sitemaps.dll,2023-01-27 14:54,,,,,
EPiServer.Commerce.UI.CustomerService.dll,2023-09-12 10:33,,,,,
Geta.Mapping.dll,2020-03-23 09:59,,,,,
FluentMigrator.Runner.SqlServerCe.dll,2018-04-27 06:39,,,,,
CsvHelper.dll,2018-03-15 12:25,,,,,
Microsoft.CodeAnalysis.dll,2021-10-14 18:30,,,,,
Microsoft.EntityFrameworkCore.Relational.dll,2023-03-20 17:32,,,,,
Microsoft.AspNetCore.Identity.EntityFrameworkCore.dll,2021-10-26 21:52,,,,,
JetBrains.Annotations.dll,2022-11-07 19:37,,,,,
EPiServer.Business.Commerce.dll,2023-09-12 10:33,,,,,
Microsoft.CodeAnalysis.CSharp.dll,2021-10-14 18:42,,,,,
FluentMigrator.Runner.SQLite.dll,2018-04-27 06:39,,,,,
EPiServer.Azure.dll,2023-10-17 10:47,,,,,
Microsoft.Dynamics.Commerce.RetailProxy.ScaleUnit.dll,2023-12-22 10:32,,,,,
Nest.dll,2022-10-19 12:54,,,,,
Razor.Templating.Core.dll,2021-09-26 10:39,,,,,
EPiServer.Commerce.dll,2023-09-12 10:33,,,,,
Microsoft.IdentityModel.Abstractions.dll,2023-12-01 04:56,,,,,
Microsoft.AI.EventCounterCollector.dll,2022-07-19 19:54,,,,,
Microsoft.Extensions.Diagnostics.HealthChecks.dll,2022-01-15 05:40,,,,,
SixLabors.ImageSharp.dll,2022-02-07 12:33,,,,,
Mediachase.Commerce.dll,2023-09-12 10:33,,,,,
Azure.Core.Amqp.dll,2023-03-03 00:10,,,,,
Mediachase.Search.Extensions.dll,2023-09-12 10:33,,,,,
EPiServer.Cms.AspNetCore.HtmlHelpers.dll,2024-02-05 13:16,,,,,
Jenson.CmsMigrations.dll,2024-10-07 19:49,,,,,
Elasticsearch.Net.dll,2022-10-19 12:54,,,,,
Microsoft.AspNetCore.Mvc.NewtonsoftJson.dll,2021-11-18 03:38,,,,,
EPiServer.CloudPlatform.Commerce.dll,2023-03-30 08:12,,,,,
Microsoft.CodeAnalysis.resources.dll,2021-10-14 18:30,,,,,
Microsoft.CodeAnalysis.CSharp.resources.dll,2021-10-14 18:42,,,,,
Jenson.Domain.dll,2024-10-07 19:49,,,,,
System.Data.SqlClient.dll,2020-01-17 18:28,,,,,
X.PagedList.dll,2023-03-12 21:25,,,,,
System.Security.Permissions.dll,2021-10-22 23:49,,,,,
Nito.Disposables.dll,2021-09-25 21:43,,,,,
Mediachase.Commerce.Website.dll,2023-09-12 10:33,,,,,
Newtonsoft.Json.Bson.dll,2018-11-27 23:10,,,,,
EntityFramework.dll,2020-04-16 20:38,,,,,
EPiServer.Framework.dll,2024-02-05 13:16,,,,,
Microsoft.CodeAnalysis.resources.dll,2021-10-14 18:30,,,,,
Microsoft.CodeAnalysis.CSharp.resources.dll,2021-10-14 18:42,,,,,
Mediachase.Commerce.Plugins.Payment.dll,2023-09-12 10:33,,,,,
Mediachase.SqlDataProvider.dll,2023-09-12 10:33,,,,,
Microsoft.Identity.Client.dll,2024-04-02 01:55,,,,,
Mediachase.Search.LuceneSearchProvider.dll,2023-09-12 10:33,,,,,
Lucene.Net.Analysis.Common.dll,2021-03-25 13:12,,,,,
System.Composition.Hosting.dll,2018-05-15 13:29,,,,,
Microsoft.Bcl.AsyncInterfaces.dll,2023-10-31 14:58,,,,,
Digizuite.Sdk.dll,2022-04-22 13:51,,,,,
System.Memory.Data.dll,2021-04-08 16:45,,,,,
EPiServer.Cms.UI.AspNetIdentity.dll,2024-01-16 11:15,,,,,
TimeZoneConverter.dll,2023-02-12 20:28,,,,,
Microsoft.IdentityModel.JsonWebTokens.dll,2023-12-01 04:34,,,,,
EntityFramework.SqlServer.dll,2020-04-16 20:39,,,,,
FluentMigrator.Runner.SqlAnywhere.dll,2018-04-27 06:39,,,,,
EPiServer.ImageLibrary.dll,2024-02-05 13:16,,,,,
EPiServer.Cms.UI.Settings.dll,2024-01-16 11:15,,,,,
EPiServer.Cms.TinyMce.SpellChecker.dll,2023-12-08 10:37,,,,,
System.Composition.Runtime.dll,2018-05-15 13:29,,,,,
Microsoft.OData.Core.dll,2023-12-08 12:33,,,,,
Microsoft.OpenApi.dll,2020-08-29 20:14,,,,,
Microsoft.AI.WindowsServer.dll,2022-07-19 19:54,,,,,
Algolia.Search.dll,2022-11-08 09:14,,,,,
Microsoft.AI.ServerTelemetryChannel.dll,2022-07-19 19:54,,,,,
System.ServiceModel.Syndication.dll,2021-10-22 23:52,,,,,
Lucene.Net.QueryParser.dll,2021-03-25 13:12,,,,,
Digizuite.Optimizely.dll,2023-06-15 20:47,,,,,
Microsoft.Data.SqlClient.SNI.dll,2023-08-11 18:56,,,,,
sni.dll,2017-07-12 11:24,,,,,
Microsoft.Data.SqlClient.SNI.dll,2023-08-11 18:56,,,,,
System.Diagnostics.PerformanceCounter.dll,2019-11-15 08:54,,,,,
System.Drawing.Common.dll,2021-10-22 23:48,,,,,
System.Windows.Extensions.dll,2021-10-22 23:49,,,,,
Microsoft.Win32.SystemEvents.dll,2021-10-22 23:40,,,,,
System.Security.Cryptography.Pkcs.dll,2023-06-18 23:46,,,,,
System.Security.Cryptography.ProtectedData.dll,2021-10-22 23:51,,,,,
System.Runtime.Caching.dll,2021-10-22 23:52,,,,,
Microsoft.Data.SqlClient.dll,2024-01-05 08:11,,,,,
System.Threading.AccessControl.dll,2021-10-22 23:47,,,,,
System.Data.SqlClient.dll,2020-01-17 18:41,,,,,
sni.dll,2017-07-12 11:24,,,,,
Microsoft.Data.SqlClient.SNI.dll,2023-08-11 18:56,,,,,
System.Drawing.Common.dll,2021-10-22 23:51,,,,,
Microsoft.Data.SqlClient.dll,2024-01-05 08:10,,,,,
System.Data.SqlClient.dll,2020-01-17 18:41,,,,,
sni.dll,2017-07-12 11:24,,,,,
Microsoft.Data.SqlClient.SNI.dll,2023-08-11 18:56,,,,,
Lucene.Net.Queries.dll,2021-03-25 13:12,,,,,
EPiServer.Hosting.dll,2024-02-05 13:16,,,,,
Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation.dll,2024-01-20 23:01,,,,,
Azure.Extensions.AspNetCore.DataProtection.Blobs.dll,2023-03-13 23:03,,,,,
Microsoft.CodeAnalysis.resources.dll,2021-10-14 18:30,,,,,
Microsoft.CodeAnalysis.CSharp.resources.dll,2021-10-14 18:42,,,,,
Microsoft.ServiceProfiler.Agent.FrontendClient.Profiler.dll,2023-06-27 00:15,,,,,
FluentMigrator.Runner.Hana.dll,2018-04-27 06:39,,,,,
EPiServer.Commerce.Reporting.dll,2023-09-12 10:33,,,,,
EPiServer.Enterprise.dll,2024-02-05 13:16,,,,,
Swashbuckle.AspNetCore.SwaggerUI.dll,2023-01-11 06:49,,,,,
MediatR.Extensions.Microsoft.DependencyInjection.dll,2022-09-30 09:42,,,,,
StructureMap.Microsoft.DependencyInjection.dll,2019-02-11 08:03,,,,,
MediatR.dll,2022-09-30 09:00,,,,,
Microsoft.ApplicationInsights.Profiler.AspNetCore.dll,2023-06-27 00:27,,,,,
Nito.AsyncEx.Tasks.dll,2021-09-26 00:23,,,,,
Luminos.Search.Episerver.Cms.dll,2024-10-07 19:49,,,,,
